ID;Jour;Heure;Mode;Direction;Frequence;Motif_deplacement;Motif_dep_commentaires;Raison_plus_direct_plus_pratique;Raison_plus_agreable;Raison_moins_voiture;Raison_habitude;Raison_autre;Raison_autre_commentaire_libre;Sentiment_securite;Perception_risque_collision_pietons_cyclistes;Confort_rarement_gene_autres_usagers;Confort_lisibilite_positionnement;Perception_tensions;Cohabitation_agreable;Explication_ressenti_raison_1;Explication_ressenti_raison_2;Explication_ressenti_raison_3;Explication_ressenti_raison_4;Explication_ressenti_raison_5;Situations_evitement_axe;Evitement_quand;Evitement_pourquoi;Usagers_genants_cyclistes;Usagers_genants_livreurs_velo;Usagers_genants_pietons;Usagers_genants_trottinettes;Usagers_genants_voitures;Usagers_genants_camionnettes;Usagers_genants_autres;Usagers_genants_autres_commentaire_libre;Qualificatif_1;Qualificatif_2;Qualificatif_3;Genre;Age
C82;29/04/2025;14:15:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;null;null;null;oui;null;NA;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;NA;bon equilibre pietons cyclistes;espace assez large;NA;NA;oui;NA;trop frequente;null;null;null;null;null;null;null;NA;agreable;chaotique;vigilence;homme;NA
C83;29/04/2025;14:17:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;NA;vitesse cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;superbe;NA;NA;femme;NA
C84;29/04/2025;14:20:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;NA;vitesse cyclistes;touristes ne comprennent pas l'espace;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;vitesse;a côte de l'eau;ne sait pas;NA
C85;29/04/2025;14:20:00;cycliste;vers corbeau;moins souvent;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;NA;pedagogie pour les cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;oui;electrique;buccolique;detendu;agreable;femme;NA
C86;29/04/2025;14:25:00;cycliste;vers corbeau;moins souvent;activites/loisirs;NA;null;oui;null;null;null;NA;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;NA;danger/peur;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;problematique;dangereux;mauvaise gestion de la ville;femme;NA
C87;29/04/2025;14:25:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;NA;trop de monde en general;absence de separation;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;convivialite;NA;femme;NA
C88;29/04/2025;14:28:00;cycliste;vers gallia;premiere fois;promenade;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;NA;manque d'attention pietons;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;agreable;sympa;attentif;femme;NA
C89;29/04/2025;14:32:00;cycliste;vers gallia;tous les jours;activites/loisirs;NA;null;null;null;oui;oui;habitation;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;NA;touristes ne comprennent pas l'espace;trop de pietons;NA;NA;oui;marche de Noël;trop de pietons;null;null;oui;null;null;null;null;NA;agreable;amenagement de qualite;NA;femme;NA
C90;29/04/2025;14:40:00;cycliste;sans reponse;moins souvent;activites/loisirs;NA;null;oui;oui;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;ne sait pas;ne sait pas;NA;faire attention (cyclistes ou pietons);NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;genial;bon amenagement;accueillant;femme;NA
C91;29/04/2025;14:45:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;NA;tout le monde se respecte;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;buccolique;pratique;homme;NA
C92;29/04/2025;14:50:00;cycliste;sans reponse;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;NA;vitesse livreurs a velo;absence de separation;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;vigilent;anticiper;NA;ne sait pas;NA
C93;29/04/2025;14:50:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;NA;vitesse cyclistes;vitesse livreurs a velo;probleme avec les vehicule electrique (trotinettes,velos);NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;serein;pratique;homme;NA
C94;29/04/2025;15:06:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;NA;touristes ne comprennent pas l'espace;les pietons se sentent agresses;NA;NA;oui;marche de Noël;NA;null;null;oui;null;null;null;null;NA;agreable;pratique;vigilence;femme;NA
C95;29/04/2025;15:10:00;cycliste;vers corbeau;toutes les semaines;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;NA;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;slalom;rallenti;femme;NA
C96;29/04/2025;15:15:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;ne sait pas;NA;manque de civisme/de communication;absence de separation;NA;NA;oui;samedi;trop frequente;null;null;oui;null;null;null;null;NA;agreable;pratique;encombre;femme;NA
C97;29/04/2025;15:15:00;cycliste;vers corbeau;tous les jours;promenade;NA;null;oui;null;null;null;NA;plutot pas d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;NA;conflits/tensions;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;stresssant;foule;NA;femme;NA
C98;29/04/2025;15:24:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;ne sait pas;NA;NA;NA;NA;NA;oui;meteo agreable;NA;null;null;null;null;null;null;null;NA;aleatoire;dangereuse;ameliorable;ne sait pas;NA
C99;29/04/2025;15:24:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;NA;probleme avec les voitures/camionnettes;NA;NA;NA;oui;marche de Noël;NA;null;null;null;null;null;null;null;NA;dangereux;vigilent;NA;ne sait pas;NA
C100;29/04/2025;15:30:00;cycliste;vers gallia;toutes les semaines;activites/loisirs;NA;oui;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;NA;problemes avec les velos cargos;trop de monde en general;absence de separation;NA;non;NA;NA;null;null;null;null;null;null;null;NA;anime;connecte;NA;ne sait pas;NA
C101;29/04/2025;15:35:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;null;oui;null;null;oui;rencontrer des gens;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;NA;probleme avec les vehicule electrique (trotinettes,velos);NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;amusant;tranquille;tres beau;homme;NA
C102;29/04/2025;15:37:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;null;oui;oui;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;NA;manque de signaletique;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;calme;facile;femme;NA
C103;29/04/2025;15:42:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;NA;vitesses differentes;manque de signaletique;NA;NA;oui;samedi apres-midi;trop de pietons;null;null;oui;null;null;null;null;NA;usages reguliers;satisfait;agreable;homme;NA
C104;29/04/2025;15:50:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;NA;trop de cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;passage court;NA;NA;homme;NA
C105;29/04/2025;15:50:00;cycliste;vers gallia;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;NA;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;aucuns problemes;agreable;NA;femme;NA
C106;29/04/2025;15:55:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;NA;NA;NA;NA;NA;oui;quand il y a du monde;trop frequente;oui;null;oui;null;null;null;null;NA;agreable;chiante;cool;homme;NA
C107;29/04/2025;16:00:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;NA;trop de monde en general;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;encombre;agreable;NA;femme;NA
C108;29/04/2025;16:00:00;cycliste;sans reponse;toutes les semaines;activites/loisirs;NA;oui;null;oui;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;NA;manque d'attention pietons;faire attention (cyclistes ou pietons);NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;privilegie;bienheureux;homme;NA
C109;29/04/2025;16:05:00;cycliste;vers gallia;toutes les semaines;travail/etudes;NA;null;null;null;null;oui;travaux;tout a fait d'accord;plutot d'accord;plutot d'accord;ne sait pas;plutot d'accord;plutot d'accord;NA;vitesses differentes;manque d'attention pietons;faire attention (cyclistes ou pietons);probleme avec les vehicule electrique (trotinettes,velos);oui;NA;trop frequente;null;null;null;null;null;null;oui;personnes peu attentives;vivant;joli;centrale;femme;NA
C110;29/04/2025;16:09:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;NA;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;collaboratif;NA;femme;NA
C111;29/04/2025;16:26:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot d'accord;NA;probleme avec les voitures/camionnettes;danger/peur;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;large;bcp de monde;assez agreable;femme;NA
C112;29/04/2025;16:26:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;oui;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;NA;trop de monde en general;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;large;bcp de monde;assez agreable;homme;NA
C113;29/04/2025;16:30:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;NA;cohabitation difficile entre les velos;probleme avec les vehicule electrique (trotinettes,velos);manque d'attention pietons;NA;oui;quand il y a du monde;c'est dangereux;null;null;null;null;null;null;null;NA;buccolique;desagreable;insecurite;femme;NA
C114;29/04/2025;16:30:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;NA;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;intense;agreable;NA;homme;NA
C115;29/04/2025;16:40:00;cycliste;vers corbeau;toutes les semaines;travail/etudes;NA;oui;null;null;null;null;NA;pas du tout d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;NA;danger/peur;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;dangerosite;NA;NA;femme;NA
C116;29/04/2025;16:44:00;cycliste;vers gallia;toutes les semaines;travail/etudes;NA;null;null;null;null;oui;travaux;tout a fait d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;NA;vitesse cyclistes;faire attention (cyclistes ou pietons);NA;NA;oui;NA;trop frequente;null;null;null;null;null;null;null;NA;encombre;attentif;respectueux;femme;NA
C117;29/04/2025;16:50:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;null;oui;oui;null;null;NA;plutot d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;NA;faire attention (cyclistes ou pietons);NA;NA;NA;non;NA;NA;null;oui;null;null;oui;oui;oui;motos;agreable;NA;NA;femme;NA
C118;29/04/2025;17:00:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;oui;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;NA;manque d'attention pietons;touristes ne comprennent pas l'espace;NA;NA;non;NA;NA;oui;null;null;oui;null;null;null;NA;pratique;agreable;mefiant;femme;NA
C119;29/04/2025;17:00:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;NA;faire attention (cyclistes ou pietons);absence de separation;manque de signaletique;NA;oui;soir;trop frequente;null;oui;null;null;null;oui;null;NA;agreable;convivialite;partage;femme;NA
C120;29/04/2025;17:01:00;cycliste;vers gallia;moins souvent;travail/etudes;NA;null;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;NA;faire attention (cyclistes ou pietons);vitesse cyclistes;NA;NA;oui;quand il y a du monde;NA;null;null;null;null;null;oui;null;NA;architectural;amenagement reussi;perilleux;homme;NA
C121;29/04/2025;17:10:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;oui;oui;oui;null;NA;plutot d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;NA;faire attention (cyclistes ou pietons);danger/peur;absence de separation;NA;oui;NA;NA;null;null;null;null;null;oui;null;NA;agreable;liberte;bonheur;femme;NA
C122;29/04/2025;17:16:00;cycliste;vers gallia;toutes les semaines;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;NA;trop de monde en general;touristes ne comprennent pas l'espace;absence de separation;NA;oui;meteo agreable;trop de pietons;oui;null;oui;null;null;null;null;NA;nature;animee;rapidite;femme;NA
C123;29/04/2025;17:20:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;oui;oui;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;NA;manque d'attention pietons;NA;NA;NA;oui;quand il y a du monde;trop frequente;null;null;oui;null;oui;oui;null;NA;joli;pas securisant;besoin d'adaptation;femme;NA
C124;29/04/2025;17:20:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;oui;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;NA;probleme avec les voitures/camionnettes;trop de monde en general;espace assez large;absence de separation;oui;marche de Noël;NA;null;null;null;null;null;oui;null;NA;prudente;joli;NA;femme;NA
C125;29/04/2025;18:20:00;cycliste;vers gallia;moins souvent;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;NA;vitesse livreurs a velo;comportement derangeant cyclistes;NA;NA;oui;apres-midi;trop de pietons;null;null;null;null;null;null;null;NA;complique;agreable;NA;homme;NA
C126;29/04/2025;18:25:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;oui;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;NA;faire attention (cyclistes ou pietons);espace assez large;touristes ne comprennent pas l'espace;NA;oui;NA;plus rapide;null;null;null;null;null;null;null;NA;agreable;civique;beau;homme;NA
C127;29/04/2025;18:25:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;NA;danger/peur;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;stressant;NA;homme;NA
C128;29/04/2025;18:28:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;NA;manque de signaletique;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;buccolique;anticipation;homme;NA
C129;29/04/2025;18:30:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;oui;null;null;null;NA;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;NA;faire attention (cyclistes ou pietons);aux cyclistes de s'adapter;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;desorganise;pratique;homme;NA
C130;29/04/2025;18:30:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;NA;faire attention (cyclistes ou pietons);trop de monde en general;vitesse cyclistes;NA;non;NA;NA;null;null;null;null;null;null;null;NA;brouillon;egoiste;agreable;femme;NA
C131;29/04/2025;18:30:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;oui;null;null;NA;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;NA;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;vivant;populaire;homme;NA
C132;29/04/2025;18:30:00;cycliste;vers gallia;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;NA;NA;NA;NA;NA;non;samedi apres-midi;trop frequente;null;null;null;null;null;null;null;NA;epanouissant;burlesque;rocambolesque;femme;NA
C133;29/04/2025;18:40:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;oui;null;NA;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;NA;absence de separation;pedagogie pour les cyclistes;NA;NA;non;NA;NA;null;null;null;oui;null;null;null;NA;agreable;divertissant;cordial;homme;NA
C134;29/04/2025;18:45:00;cycliste;sans reponse;toutes les semaines;activites/loisirs;NA;null;oui;oui;null;null;NA;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;NA;touristes ne comprennent pas l'espace;NA;NA;NA;oui;quand il y a du monde;NA;null;null;null;null;null;null;oui;flux en general;genial;ville fiere;NA;femme;NA
C135;29/04/2025;18:47:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;null;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;NA;absence de separation;manque de signaletique;NA;NA;oui;NA;plus rapide;null;null;null;null;null;null;null;NA;diversite;sensation de balade;nez en l'air;femme;NA
C136;29/04/2025;18:50:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;oui;null;null;oui;habitation;plutot d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;NA;vitesse livreurs a velo;manque d'attention pietons;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;vigilent;agreable;respectueux;homme;NA
C137;29/04/2025;18:50:00;cycliste;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;oui;travaux;plutot d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;NA;absence de separation;NA;NA;NA;oui;NA;travaux;oui;null;oui;null;null;null;null;NA;collision;luminosite;prevention;homme;NA
C138;29/04/2025;18:50:00;cycliste;vers corbeau;tous les jours;autre;creche;null;oui;oui;null;null;NA;plutot d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;NA;manque d'attention pietons;manque de signaletique;aux cyclistes de s'adapter;NA;non;NA;NA;null;null;oui;null;null;null;oui;les gens sur leur telephones;agreable;biscornu;NA;femme;NA
C139;29/04/2025;18:55:00;cycliste;sans reponse;toutes les semaines;travail/etudes;NA;oui;null;oui;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;NA;pedagogie pour les cyclistes;trop de pietons;probleme avec les voitures/camionnettes;NA;oui;samedi;trop de pietons;null;null;null;null;null;null;null;NA;attentive;vitesse;agreable;femme;NA
C140;03/05/2025;08:15:00;cycliste;vers corbeau;tous les jours;activites/loisirs;NA;oui;oui;null;null;null;NA;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;NA;cohabitation difficile entre les velos;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;relaxant;gênent;homme;NA
C141;03/05/2025;08:30:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;NA;probleme avec les voitures/camionnettes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;classique;normal;NA;homme;NA
C142;03/05/2025;09:10:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;NA;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;positif;NA;NA;homme;NA
C143;03/05/2025;09:50:00;cycliste;vers gallia;tous les jours;travail/etudes;NA;null;null;null;oui;oui;eviter rue des juifs;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;NA;pedagogie pour les cyclistes;vitesse cyclistes;manque de signaletique;probleme avec les voitures/camionnettes;oui;le matin;c'est dangereux;null;null;oui;null;null;null;null;NA;agreable;pratique;tres emprunte;homme;NA
C144;03/05/2025;10:10:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;NA;conflits/tensions;comportement derangeant cyclistes;manque d'attention pietons;NA;oui;NA;NA;null;oui;null;null;null;null;null;NA;agreable;vigilant;anime;homme;NA
C145;03/05/2025;10:15:00;cycliste;vers corbeau;premiere fois;promenade;NA;null;null;null;null;oui;commerce;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;NA;tout le monde se respecte;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;calme;courtois;bon partage de l'espace;homme;NA
C146;03/05/2025;10:17:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;oui;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;NA;probleme avec les voitures/camionnettes;complique avec les enfants;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;rapide;social;homme;NA
C147;03/05/2025;10:25:00;cycliste;vers corbeau;toutes les semaines;travail/etudes;NA;null;null;null;oui;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;ne sait pas;tout a fait d'accord;NA;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;fluide;NA;homme;NA
C148;03/05/2025;10:48:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;NA;NA;NA;NA;NA;oui;weekend;plus rapide;oui;null;oui;null;null;null;null;NA;slalom;agreable;pratique;femme;NA
C149;03/05/2025;10:50:00;cycliste;vers gallia;tous les jours;promenade;NA;oui;oui;null;null;null;NA;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;NA;complique avec les enfants;danger/peur;probleme avec les vehicule electrique (trotinettes,velos);absence de separation;non;NA;NA;null;null;null;null;null;null;oui;electrique;bon;NA;NA;homme;NA
C150;03/05/2025;10:55:00;cycliste;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;NA;manque d'attention pietons;absence de separation;NA;NA;oui;quand il y a du monde;NA;null;null;oui;null;null;null;null;NA;vert;tres agreable;commerçant;femme;NA
C151;03/05/2025;11:00:00;cycliste;vers corbeau;premiere fois;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;NA;manque de signaletique;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;verdoyant;calme;hesitant;homme;NA
